price,rating,category,availability,target
12.34,5,Fiction,1,1
36.25,3,Fantasy,1,0
29.45,1,Science,1,0
34.56,3,Historical Fiction,1,0
54.12,3,Sequential Art,1,0
33.78,3,Add a comment,1,0
29.64,3,Add a comment,1,0
57.7,4,Mystery,1,0
36.34,1,Philosophy,1,0
50.59,3,Default,1,0
29.38,1,Fantasy,1,0
45.42,2,Classics,1,0
54.43,1,Add a comment,1,0
36.26,2,Science Fiction,1,0
16.16,1,Add a comment,1,0
36.29,5,New Adult,1,1
27.89,5,Young Adult,1,1
12.29,5,Mystery,1,1
15.85,3,Mystery,1,0
14.4,1,Nonfiction,1,0
19.18,4,Womens Fiction,1,1
10.64,3,Sequential Art,1,0
14.76,3,Add a comment,1,0
57.49,3,Religion,1,0
30.66,3,Fiction,1,0
40.83,4,Young Adult,1,0
18.88,2,Default,1,0
25.83,3,Historical Fiction,1,0
42.12,3,Sequential Art,1,0
13.33,3,Fantasy,1,0
42.4,1,Default,1,0
58.35,3,New Adult,1,0
21.72,4,Fantasy,1,1
44.91,2,Sports and Games,1,0
37.46,1,Classics,1,0
28.48,1,Sequential Art,1,0
28.34,2,Romance,1,0
46.96,5,Sequential Art,1,0
24.96,1,Default,1,0
21.71,4,Sequential Art,1,1
29.87,3,Sequential Art,1,0
28.99,1,Fantasy,1,0
52.94,2,Fantasy,1,0
32.36,3,Default,1,0
55.66,2,Music,1,0
39.45,5,New Adult,1,1
47.11,2,Classics,1,0
58.75,4,Fantasy,1,0
38.92,2,Romance,1,0
39.39,4,Sequential Art,1,1
25.89,2,Philosophy,1,0
28.34,1,Childrens,1,0
27.7,4,Historical Fiction,1,1
24.89,3,Add a comment,1,0
58.99,3,Romance,1,0
57.2,5,Fiction,1,0
38.43,5,Default,1,1
34.74,4,Romance,1,1
40.44,4,Sports and Games,1,0
45.24,3,Sequential Art,1,0
34.96,4,Science Fiction,1,1
56.76,4,Sequential Art,1,0
40.28,5,Sequential Art,1,0
38.0,2,Default,1,0
28.8,3,Music,1,0
39.24,3,Romance,1,0
32.93,2,Classics,1,0
51.32,3,Nonfiction,1,0
47.09,5,Romance,1,0
28.42,4,Religion,1,1
22.85,3,Childrens,1,0
41.24,1,Romance,1,0
39.07,5,Fiction,1,1
29.82,1,Womens Fiction,1,0
37.26,4,Romance,1,1
20.3,3,Mystery,1,0
34.65,5,Sequential Art,1,1
43.38,1,Philosophy,1,0
55.53,1,Classics,1,0
57.06,4,Sequential Art,1,0
16.97,5,Historical Fiction,1,1
53.98,1,Mystery,1,0
26.08,5,Travel,1,1
